source,target
삼성SDI의 3월 4일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 4"
삼성전자우의 8월 1일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 1"
포스코퓨처엠의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
HLB에서 6월 11일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 11"
네이버의 최근 28일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 네이버 ORDER BY pubdate DESC LIMIT 28"
삼성전자우의 지난 13일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성전자우 ORDER BY pubdate DESC LIMIT 13"
포스코퓨처엠의 11월 11일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 포스코퓨처엠 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 11"
포스코퓨처엠에서 11월 6일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 포스코퓨처엠 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 6"
LG에너지솔루션 뉴스의 최근 제목 28개를 알려줘,"SELECT title, description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 28"
엘앤에프에서 6월 27일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 엘앤에프 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 27"
네이버 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 네이버 ORDER BY pubdate DESC LIMIT 1"
카카오에서 8월 13일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 카카오 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 13"
JYP 11월 24일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 24"
애플 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 애플 ORDER BY pubdate DESC LIMIT 1"
펄어비스의 최근 22일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 22"
삼성바이오로직스 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
에코프로의 지난 21일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 21"
JYP 4월 13일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 13"
엘앤에프에서 7월 28일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 엘앤에프 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 28"
LG에너지솔루션의 최신 뉴스 29개를 요약해줘,"SELECT title, description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 29"
현대차의 최근 15일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 현대차 ORDER BY pubdate DESC LIMIT 15"
에코프로비엠 뉴스의 최근 제목 7개를 알려줘,"SELECT title, description FROM 에코프로비엠 ORDER BY pubdate DESC LIMIT 7"
삼성전자우의 5월 19일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 19"
포스코퓨처엠의 지난 17일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 17"
셀트리온헬스케어에 대한 7월 24일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 셀트리온헬스케어 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 24"
카카오의 2월 8일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 카카오 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 8"
SK하이닉스에서 9월 24일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 24"
JYP의 지난 10일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM JYP ORDER BY pubdate DESC LIMIT 10"
HLB의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM HLB ORDER BY pubdate DESC LIMIT 1"
포스코DX의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
포스코퓨처엠의 최근 1일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
포스코DX 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
삼성전자의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성전자 ORDER BY pubdate DESC LIMIT 1"
애플의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 애플 ORDER BY pubdate DESC LIMIT 1"
JYP에서 6월 19일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 19"
HLB의 최신 뉴스 20개를 요약해줘,"SELECT title, description FROM HLB ORDER BY pubdate DESC LIMIT 20"
JYP의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM JYP ORDER BY pubdate DESC LIMIT 1"
에코프로비엠의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 에코프로비엠 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 1"
포스코퓨처엠의 15일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 포스코퓨처엠 WHERE pubdate = NOW() - INTERVAL 15 DAY"
셀트리온제약 뉴스의 최근 제목 15개를 알려줘,"SELECT title, description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 15"
펄어비스 뉴스의 최근 제목 15개를 알려줘,"SELECT title, description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 15"
네이버의 1월 20일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 네이버 WHERE MONTH(pubdate) = 1 AND DAY(pubdate) = 20"
HLB의 지난 1일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 1"
삼성전자우에 대한 7월 12일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 12"
JYP의 최신 뉴스 20개를 요약해줘,"SELECT title, description FROM JYP ORDER BY pubdate DESC LIMIT 20"
삼성전자우에서 12월 5일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 5"
애플의 최근 28일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 애플 ORDER BY pubdate DESC LIMIT 28"
셀트리온제약 2월 11일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 셀트리온제약 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 11"
애플 8월 2일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 2"
현대차의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 현대차 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션 뉴스의 최근 제목 21개를 알려줘,"SELECT title, description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 21"
삼성바이오로직스의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
HLB에서 5월 10일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 10"
에코프로에서 10월 9일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 에코프로 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 9"
삼성전자에서 6월 18일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 18"
현대차 2월 20일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 20"
삼성전자의 9월 25일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 25"
펄어비스의 1월 12일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 펄어비스 WHERE MONTH(pubdate) = 1 AND DAY(pubdate) = 12"
포스코DX 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
삼성전자우의 10일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성전자우 WHERE pubdate = NOW() - INTERVAL 10 DAY"
포스코DX 5월 15일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 포스코DX WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 15"
POSCO홀딩스의 지난 5일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 5"
삼성전자의 4월 2일자 뉴스를 알려줘,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 2"
삼성SDI에서 4월 6일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 6"
애플에서 5월 11일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 11"
에코프로비엠 9월 13일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 에코프로비엠 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 13"
SK하이닉스의 9일 전 뉴스 제목을 알려줘,"SELECT title, description FROM SK하이닉스 WHERE pubdate = NOW() - INTERVAL 9 DAY"
포스코퓨처엠의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션의 지난 29일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 29"
현대차의 11월 19일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 19"
포스코DX 뉴스의 최근 제목 15개를 알려줘,"SELECT title, description FROM 포스코DX ORDER BY pubdate DESC LIMIT 15"
현대차의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 현대차 ORDER BY pubdate DESC LIMIT 1"
포스코퓨처엠의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
삼성SDI의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성SDI ORDER BY pubdate DESC LIMIT 1"
애플의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 애플 ORDER BY pubdate DESC LIMIT 1"
애플 10월 18일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 18"
네이버의 지난 16일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 네이버 ORDER BY pubdate DESC LIMIT 16"
에코프로 뉴스의 최근 제목 16개를 알려줘,"SELECT title, description FROM 에코프로 ORDER BY pubdate DESC LIMIT 16"
포스코DX의 2월 2일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 포스코DX WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 2"
엘앤에프의 1일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 엘앤에프 WHERE pubdate = NOW() - INTERVAL 1 DAY"
현대차에서 9월 15일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 15"
셀트리온제약의 2일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 셀트리온제약 WHERE pubdate = NOW() - INTERVAL 2 DAY"
LG에너지솔루션 6월 14일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM LG에너지솔루션 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 14"
포스코퓨처엠 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
셀트리온제약에서 2월 5일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 셀트리온제약 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 5"
엘앤에프 10월 21일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 엘앤에프 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 21"
포스코DX의 최근 13일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 포스코DX ORDER BY pubdate DESC LIMIT 13"
JYP의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM JYP ORDER BY pubdate DESC LIMIT 1"
에코프로비엠에서 10월 22일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 에코프로비엠 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 22"
SK하이닉스의 지난 16일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM SK하이닉스 ORDER BY pubdate DESC LIMIT 16"
셀트리온제약의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
삼성전자의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성전자 ORDER BY pubdate DESC LIMIT 1"
삼성전자의 최신 뉴스 7개를 요약해줘,"SELECT title, description FROM 삼성전자 ORDER BY pubdate DESC LIMIT 7"
POSCO홀딩스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 1"
삼성전자 11월 5일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 5"
에코프로의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 에코프로 ORDER BY pubdate DESC LIMIT 1"
SK하이닉스 뉴스의 최근 제목 24개를 알려줘,"SELECT title, description FROM SK하이닉스 ORDER BY pubdate DESC LIMIT 24"
HLB에서 5월 6일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 6"
포스코퓨처엠의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
에코프로에서 10월 13일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 에코프로 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 13"
셀트리온제약의 최근 20일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 20"
삼성바이오로직스 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
SK하이닉스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM SK하이닉스 ORDER BY pubdate DESC LIMIT 1"
셀트리온제약 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
네이버의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 네이버 ORDER BY pubdate DESC LIMIT 1"
HLB의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM HLB ORDER BY pubdate DESC LIMIT 1"
애플에서 3월 13일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 13"
삼성바이오로직스의 최근 6일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 6"
에코프로비엠 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 에코프로비엠 ORDER BY pubdate DESC LIMIT 1"
애플 8월 15일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 15"
에코프로의 최신 뉴스 12개를 요약해줘,"SELECT title, description FROM 에코프로 ORDER BY pubdate DESC LIMIT 12"
HLB의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM HLB ORDER BY pubdate DESC LIMIT 1"
삼성전자우 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 삼성전자우 ORDER BY pubdate DESC LIMIT 1"
셀트리온헬스케어의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 1"
셀트리온헬스케어의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 1"
JYP의 최근 18일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM JYP ORDER BY pubdate DESC LIMIT 18"
POSCO홀딩스의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 1"
카카오의 최신 뉴스 14개를 요약해줘,"SELECT title, description FROM 카카오 ORDER BY pubdate DESC LIMIT 14"
HLB에서 2월 17일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 17"
POSCO홀딩스의 지난 29일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 29"
삼성전자우의 지난 26일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성전자우 ORDER BY pubdate DESC LIMIT 26"
네이버 뉴스의 최근 제목 17개를 알려줘,"SELECT title, description FROM 네이버 ORDER BY pubdate DESC LIMIT 17"
LG에너지솔루션에서 7월 16일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM LG에너지솔루션 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 16"
삼성바이오로직스의 최신 뉴스 19개를 요약해줘,"SELECT title, description FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 19"
포스코DX에서 2월 20일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 포스코DX WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 20"
포스코퓨처엠의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
셀트리온헬스케어의 8월 5일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 셀트리온헬스케어 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 5"
펄어비스의 지난 24일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 24"
포스코DX의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
애플에서 10월 27일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 27"
현대차의 최신 뉴스 20개를 요약해줘,"SELECT title, description FROM 현대차 ORDER BY pubdate DESC LIMIT 20"
삼성SDI에 대한 10월 3일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 3"
카카오에서 1월 4일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 카카오 WHERE MONTH(pubdate) = 1 AND DAY(pubdate) = 4"
포스코퓨처엠의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
POSCO홀딩스의 지난 1일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 1"
에코프로의 1월 24일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 에코프로 WHERE MONTH(pubdate) = 1 AND DAY(pubdate) = 24"
삼성전자의 9월 21일자 뉴스를 알려줘,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 21"
에코프로비엠의 5월 1일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 에코프로비엠 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 1"
셀트리온제약의 지난 14일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 14"
삼성SDI의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성SDI ORDER BY pubdate DESC LIMIT 1"
현대차에 대한 6월 17일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 17"
펄어비스의 최근 21일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 21"
HLB의 지난 22일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 22"
펄어비스의 지난 20일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 20"
엘앤에프에서 11월 17일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 엘앤에프 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 17"
애플에서 9월 21일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 21"
HLB의 최근 29일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 29"
삼성전자우의 6월 25일자 뉴스를 알려줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 25"
엘앤에프의 지난 1일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 엘앤에프 ORDER BY pubdate DESC LIMIT 1"
포스코DX에 대한 3월 1일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 포스코DX WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 1"
포스코DX 뉴스의 최근 제목 11개를 알려줘,"SELECT title, description FROM 포스코DX ORDER BY pubdate DESC LIMIT 11"
SK하이닉스에서 8월 16일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 16"
삼성SDI의 5일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성SDI WHERE pubdate = NOW() - INTERVAL 5 DAY"
셀트리온제약의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
펄어비스 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 펄어비스 ORDER BY pubdate DESC LIMIT 1"
HLB의 지난 8일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 8"
삼성SDI의 8월 26일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 26"
삼성바이오로직스에서 11월 27일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성바이오로직스 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 27"
