source,target
애플 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 애플 ORDER BY pubdate DESC LIMIT 1"
삼성SDI에서 10월 15일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 15"
삼성SDI의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성SDI ORDER BY pubdate DESC LIMIT 1"
엘앤에프의 29일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 엘앤에프 WHERE pubdate = NOW() - INTERVAL 29 DAY"
JYP에 대한 3월 4일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 4"
삼성전자우의 3월 28일자 뉴스를 알려줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 28"
애플의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 애플 ORDER BY pubdate DESC LIMIT 1"
포스코DX 뉴스의 최근 제목 25개를 알려줘,"SELECT title, description FROM 포스코DX ORDER BY pubdate DESC LIMIT 25"
펄어비스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 펄어비스 ORDER BY pubdate DESC LIMIT 1"
삼성전자우의 9일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성전자우 WHERE pubdate = NOW() - INTERVAL 9 DAY"
현대차의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 현대차 ORDER BY pubdate DESC LIMIT 1"
셀트리온제약의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
셀트리온제약의 최근 12일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 12"
JYP 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM JYP ORDER BY pubdate DESC LIMIT 1"
현대차의 최근 4일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 현대차 ORDER BY pubdate DESC LIMIT 4"
현대차의 3월 3일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 3"
에코프로의 최근 4일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 4"
HLB의 최신 뉴스 20개를 요약해줘,"SELECT title, description FROM HLB ORDER BY pubdate DESC LIMIT 20"
POSCO홀딩스의 최근 17일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 17"
POSCO홀딩스의 최근 26일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 26"
현대차 7월 11일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 11"
애플의 지난 24일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 애플 ORDER BY pubdate DESC LIMIT 24"
셀트리온제약에서 8월 13일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 셀트리온제약 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 13"
셀트리온제약의 9월 16일자 뉴스를 알려줘,"SELECT title, link, description FROM 셀트리온제약 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 16"
LG에너지솔루션 6월 6일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM LG에너지솔루션 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 6"
펄어비스의 24일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 펄어비스 WHERE pubdate = NOW() - INTERVAL 24 DAY"
삼성SDI 뉴스의 최근 제목 7개를 알려줘,"SELECT title, description FROM 삼성SDI ORDER BY pubdate DESC LIMIT 7"
포스코퓨처엠의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
에코프로비엠의 최근 1일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로비엠 ORDER BY pubdate DESC LIMIT 1"
애플의 2월 17일자 뉴스를 알려줘,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 17"
현대차 4월 10일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 10"
HLB의 최근 21일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 21"
삼성전자우에 대한 8월 28일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 삼성전자우 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 28"
POSCO홀딩스의 지난 12일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 12"
삼성SDI의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성SDI ORDER BY pubdate DESC LIMIT 1"
펄어비스의 지난 27일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 27"
삼성SDI에서 8월 16일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 16"
POSCO홀딩스에 대한 2월 15일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM POSCO홀딩스 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 15"
POSCO홀딩스의 12월 1일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM POSCO홀딩스 WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 1"
펄어비스에서 3월 14일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 펄어비스 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 14"
펄어비스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 펄어비스 ORDER BY pubdate DESC LIMIT 1"
POSCO홀딩스의 9월 19일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM POSCO홀딩스 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 19"
엘앤에프의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 엘앤에프 ORDER BY pubdate DESC LIMIT 1"
애플에서 7월 1일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 1"
카카오 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 카카오 ORDER BY pubdate DESC LIMIT 1"
JYP 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM JYP ORDER BY pubdate DESC LIMIT 1"
JYP에서 8월 26일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 26"
삼성전자의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성전자 ORDER BY pubdate DESC LIMIT 1"
펄어비스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 펄어비스 ORDER BY pubdate DESC LIMIT 1"
POSCO홀딩스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 1"
네이버 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 네이버 ORDER BY pubdate DESC LIMIT 1"
HLB의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM HLB ORDER BY pubdate DESC LIMIT 1"
에코프로비엠에서 2월 1일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 에코프로비엠 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 1"
삼성바이오로직스의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
현대차에 대한 12월 3일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 3"
HLB의 지난 28일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 28"
애플의 지난 21일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 애플 ORDER BY pubdate DESC LIMIT 21"
삼성전자의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성전자 ORDER BY pubdate DESC LIMIT 1"
POSCO홀딩스의 최신 뉴스 12개를 요약해줘,"SELECT title, description FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 12"
LG에너지솔루션의 최신 뉴스 26개를 요약해줘,"SELECT title, description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 26"
POSCO홀딩스의 5월 13일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM POSCO홀딩스 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 13"
현대차의 최신 뉴스 18개를 요약해줘,"SELECT title, description FROM 현대차 ORDER BY pubdate DESC LIMIT 18"
SK하이닉스의 최신 뉴스 7개를 요약해줘,"SELECT title, description FROM SK하이닉스 ORDER BY pubdate DESC LIMIT 7"
JYP 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM JYP ORDER BY pubdate DESC LIMIT 1"
네이버의 3월 20일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 네이버 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 20"
에코프로의 지난 10일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 10"
펄어비스 뉴스의 최근 제목 30개를 알려줘,"SELECT title, description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 30"
에코프로 뉴스의 최근 제목 28개를 알려줘,"SELECT title, description FROM 에코프로 ORDER BY pubdate DESC LIMIT 28"
카카오의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 카카오 ORDER BY pubdate DESC LIMIT 1"
JYP의 지난 2일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM JYP ORDER BY pubdate DESC LIMIT 2"
삼성SDI의 최근 25일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성SDI ORDER BY pubdate DESC LIMIT 25"
포스코DX의 최신 뉴스 23개를 요약해줘,"SELECT title, description FROM 포스코DX ORDER BY pubdate DESC LIMIT 23"
LG에너지솔루션 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 1"
펄어비스의 최신 뉴스 3개를 요약해줘,"SELECT title, description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 3"
셀트리온제약 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
애플의 지난 3일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 애플 ORDER BY pubdate DESC LIMIT 3"
HLB의 최신 뉴스 16개를 요약해줘,"SELECT title, description FROM HLB ORDER BY pubdate DESC LIMIT 16"
에코프로의 최근 15일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 15"
에코프로의 최근 24일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 24"
애플에서 5월 14일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 14"
삼성바이오로직스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
현대차의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 현대차 ORDER BY pubdate DESC LIMIT 1"
셀트리온제약의 지난 14일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 14"
네이버에서 11월 9일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 네이버 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 9"
LG에너지솔루션의 지난 30일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 30"
삼성바이오로직스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
에코프로 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 에코프로 ORDER BY pubdate DESC LIMIT 1"
삼성바이오로직스의 9일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성바이오로직스 WHERE pubdate = NOW() - INTERVAL 9 DAY"
SK하이닉스에서 9월 28일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 28"
삼성SDI 뉴스의 최근 제목 12개를 알려줘,"SELECT title, description FROM 삼성SDI ORDER BY pubdate DESC LIMIT 12"
셀트리온헬스케어의 최근 25일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 25"
셀트리온헬스케어의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 1"
에코프로의 최근 22일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로 ORDER BY pubdate DESC LIMIT 22"
HLB의 지난 27일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 27"
삼성SDI의 12월 22일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 22"
포스코DX의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
포스코DX에 대한 2월 6일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 포스코DX WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 6"
셀트리온헬스케어 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 1"
JYP의 최근 3일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM JYP ORDER BY pubdate DESC LIMIT 3"
삼성바이오로직스의 최근 소식을 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
포스코DX의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
네이버의 21일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 네이버 WHERE pubdate = NOW() - INTERVAL 21 DAY"
애플에서 8월 18일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 애플 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 18"
SK하이닉스 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM SK하이닉스 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션의 7월 26일자 뉴스를 알려줘,"SELECT title, link, description FROM LG에너지솔루션 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 26"
POSCO홀딩스의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM POSCO홀딩스 ORDER BY pubdate DESC LIMIT 1"
삼성바이오로직스 7월 7일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 삼성바이오로직스 WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 7"
카카오의 최근 20일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 카카오 ORDER BY pubdate DESC LIMIT 20"
셀트리온제약에서 9월 27일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 셀트리온제약 WHERE MONTH(pubdate) = 9 AND DAY(pubdate) = 27"
셀트리온헬스케어의 3월 19일자 뉴스를 알려줘,"SELECT title, link, description FROM 셀트리온헬스케어 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 19"
HLB의 지난 30일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 30"
카카오 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 카카오 ORDER BY pubdate DESC LIMIT 1"
삼성SDI의 지난 16일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성SDI ORDER BY pubdate DESC LIMIT 16"
SK하이닉스의 5월 7일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 7"
HLB의 지난 30일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM HLB ORDER BY pubdate DESC LIMIT 30"
현대차에서 2월 28일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 28"
네이버의 지난 12일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 네이버 ORDER BY pubdate DESC LIMIT 12"
네이버의 3월 11일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 네이버 WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 11"
현대차의 8월 19일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 현대차 WHERE MONTH(pubdate) = 8 AND DAY(pubdate) = 19"
삼성바이오로직스의 2일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성바이오로직스 WHERE pubdate = NOW() - INTERVAL 2 DAY"
카카오의 13일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 카카오 WHERE pubdate = NOW() - INTERVAL 13 DAY"
포스코DX의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 포스코DX ORDER BY pubdate DESC LIMIT 1"
에코프로비엠의 최근 6일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 에코프로비엠 ORDER BY pubdate DESC LIMIT 6"
LG에너지솔루션 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 1"
SK하이닉스의 4월 26일자 뉴스를 알려줘,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 26"
에코프로의 20일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 에코프로 WHERE pubdate = NOW() - INTERVAL 20 DAY"
셀트리온제약의 최근 25일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 25"
셀트리온제약의 지난 30일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 30"
포스코퓨처엠의 11월 11일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 포스코퓨처엠 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 11"
삼성바이오로직스의 최신 뉴스 링크를 보여줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
삼성전자의 지난 28일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성전자 ORDER BY pubdate DESC LIMIT 28"
삼성바이오로직스의 19일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 삼성바이오로직스 WHERE pubdate = NOW() - INTERVAL 19 DAY"
포스코퓨처엠의 최신 뉴스 7개를 요약해줘,"SELECT title, description FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 7"
삼성SDI 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 삼성SDI ORDER BY pubdate DESC LIMIT 1"
에코프로에서 5월 17일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 에코프로 WHERE MONTH(pubdate) = 5 AND DAY(pubdate) = 17"
삼성전자에서 2월 4일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 삼성전자 WHERE MONTH(pubdate) = 2 AND DAY(pubdate) = 4"
삼성SDI에 대한 10월 12일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 12"
펄어비스에서 6월 11일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM 펄어비스 WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 11"
삼성전자 뉴스의 최근 제목 9개를 알려줘,"SELECT title, description FROM 삼성전자 ORDER BY pubdate DESC LIMIT 9"
SK하이닉스에 대한 11월 3일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 3"
SK하이닉스의 12월 24일자 뉴스를 알려줘,"SELECT title, link, description FROM SK하이닉스 WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 24"
JYP에서 11월 25일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 11 AND DAY(pubdate) = 25"
삼성SDI의 4월 13일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM 삼성SDI WHERE MONTH(pubdate) = 4 AND DAY(pubdate) = 13"
펄어비스의 최근 29일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 펄어비스 ORDER BY pubdate DESC LIMIT 29"
네이버의 지난 3일 동안의 뉴스를 요약해줘,"SELECT title, link ,description FROM 네이버 ORDER BY pubdate DESC LIMIT 3"
셀트리온제약의 최신 소식을 알려줘,"SELECT title, link, description, pubdate FROM 셀트리온제약 ORDER BY pubdate DESC LIMIT 1"
HLB에서 3월 6일에 발표한 뉴스가 뭐야?,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 3 AND DAY(pubdate) = 6"
카카오 10월 5일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 카카오 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 5"
삼성바이오로직스 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션의 최근 8일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM LG에너지솔루션 ORDER BY pubdate DESC LIMIT 8"
셀트리온헬스케어 뉴스의 최근 제목 5개를 알려줘,"SELECT title, description FROM 셀트리온헬스케어 ORDER BY pubdate DESC LIMIT 5"
셀트리온헬스케어의 6일 전 뉴스 제목을 알려줘,"SELECT title, description FROM 셀트리온헬스케어 WHERE pubdate = NOW() - INTERVAL 6 DAY"
에코프로 12월 26일의 뉴스 링크를 알려줘,"SELECT title, link, description FROM 에코프로 WHERE MONTH(pubdate) = 12 AND DAY(pubdate) = 26"
삼성바이오로직스의 최근 7일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 삼성바이오로직스 ORDER BY pubdate DESC LIMIT 7"
HLB에 대한 6월 8일의 뉴스 제목을 알려줘,"SELECT title, link, description FROM HLB WHERE MONTH(pubdate) = 6 AND DAY(pubdate) = 8"
포스코퓨처엠 관련 최근 뉴스를 알려줘,"SELECT title, link, description, pubdate FROM 포스코퓨처엠 ORDER BY pubdate DESC LIMIT 1"
LG에너지솔루션의 10월 27일에 대한 뉴스 내용을 보여줘,"SELECT title, link, description FROM LG에너지솔루션 WHERE MONTH(pubdate) = 10 AND DAY(pubdate) = 27"
네이버의 최신 뉴스 16개를 요약해줘,"SELECT title, description FROM 네이버 ORDER BY pubdate DESC LIMIT 16"
엘앤에프의 최근 27일 간의 뉴스를 요약해줘,"SELECT title, link ,description FROM 엘앤에프 ORDER BY pubdate DESC LIMIT 27"
JYP의 7월 12일자 뉴스를 알려줘,"SELECT title, link, description FROM JYP WHERE MONTH(pubdate) = 7 AND DAY(pubdate) = 12"
